Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Morocco,Marrakech,Street Stall - Koutoubia,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers with bread,5,Low,Friends
Morocco,Marrakech,Street Stall - Mechoui Alley,Moroccan Street Food,"L,D",Mechoui,Slow-roasted lamb with spices,10,Low,Solo
Morocco,Marrakech,Street Stall - Rahba Kedima,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Friends
Morocco,Marrakech,Street Stall - Souk Ableuh,Moroccan Street Food,"L,D",Harira,Spiced lentil and tomato soup,4,Low,Solo
Morocco,Marrakech,Street Stall - Souk Cherifia,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with butter,3,Low,Solo
Morocco,Marrakech,Street Stall - Souk El Khemis,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers with bread,5,Low,Friends
Morocco,Marrakech,Street Stall - Souk Semmarine,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with butter,3,Low,Solo
Morocco,Marrakech,Dar Cherifa,Moroccan,Dinner,Lamb Tagine,Slow-cooked lamb with apricots and almonds,25,Average,Couples
Morocco,Marrakech,Café des Épices,Moroccan,"Breakfast, Lunch",Harira,Spicy lentil and chickpea soup with bread,5,Low,Friends
Morocco,Marrakech,Street Kebab Stall,Street Food,Lunch,Kefta Kebab,Grilled minced meat skewers with bread,3,Low,Solo
Morocco,Marrakech,Le Jardin,Moroccan,"Lunch, Dinner",Chicken Pastilla,Flaky pastry with spiced chicken and cinnamon,15,Average,Family-friendly
Morocco,Marrakech,Chez Chegrouni,Moroccan,Dinner,Couscous with Vegetables,Steamed couscous with veggie stew,10,Low,Friends
Morocco,Marrakech,Street Msemen Cart,Street Food,Breakfast,Msemen,Layered pancakes with honey or cheese,2,Low,Solo
Morocco,Marrakech,Dar Moha,Fine Dining-Moroccan,Dinner,Pigeon Pastilla,Sweet-savory pigeon pie with almonds,40,Luxury,Couples
Morocco,Marrakech,Café Arabe,Moroccan,"Lunch, Dinner",Beef Tagine,Beef with prunes and sesame seeds,20,Average,Family-friendly
Morocco,Marrakech,Street Harira Vendor,Street Food,Lunch,Harira,Tomato-based soup with lentils,3,Low,Solo
Morocco,Marrakech,Amal Restaurant,Moroccan,"Lunch, Dinner",Chicken Tagine,Chicken with preserved lemons and olives,12,Average,Friends
Morocco,Marrakech,Al Fassia,Moroccan,Dinner,Lamb with Honey,Slow-cooked lamb with honey and almonds,25,Average,Couples
Morocco,Marrakech,Street Briouate Stand,Street Food,Lunch,Briouates,Crispy pastries with meat or cheese,4,Low,Solo
Morocco,Marrakech,Nomad,Moroccan,"Lunch, Dinner",Vegetable Tagine,Mixed veggies in spiced broth,15,Average,Family-friendly
Morocco,Marrakech,Café Kif-Kif,Moroccan,"Breakfast, Lunch",Bissara,Fava bean soup with olive oil,5,Low,Friends
Morocco,Marrakech,Le Foundouk,Moroccan,Dinner,Couscous Royal,"Couscous with lamb, chicken, and merguez",30,Average,Couples
Morocco,Marrakech,Street Sfenj Cart,Street Food,Breakfast,Sfenj,Fried dough rings with sugar,2,Low,Solo
Morocco,Marrakech,Dar Yacout,Fine Dining-Moroccan,Dinner,Mechoui,Whole roasted lamb with spices,50,Luxury,Couples
Morocco,Marrakech,Mat’am El Bahia,Moroccan,"Lunch, Dinner",Kefta Tagine,Meatballs in tomato sauce with egg,12,Average,Family-friendly
Morocco,Marrakech,Café Clock,Moroccan,"Breakfast, Lunch",Camel Burger,Spiced camel meat patty with bread,10,Average,Friends
Morocco,Marrakech,Street Tanjia Vendor,Street Food,Dinner,Tanjia,Slow-cooked beef in clay pot,6,Low,Solo
Morocco,Marrakech,La Mamounia,Fine Dining-Moroccan,Dinner,Chicken with Almonds,Chicken tagine with toasted almonds,60,Luxury,Couples
Morocco,Marrakech,Mat’am El Fassia,Moroccan,"Lunch, Dinner",Pastilla with Fish,Flaky pastry with spiced fish,20,Average,Family-friendly
Morocco,Marrakech,Street Harira Stand,Street Food,Lunch,Harira,Lentil soup with spices,3,Low,Solo
Morocco,Marrakech,Terrasse des Épices,Moroccan,"Lunch, Dinner",Lamb with Ras El Hanout,Lamb tagine with complex spice blend,18,Average,Couples
Morocco,Marrakech,Café Bougainvillea,Moroccan,"Breakfast, Lunch",Baghrir,Moroccan pancakes with honey,5,Low,Friends
Morocco,Marrakech,Mat’am El Koutoubia,Moroccan,Dinner,Couscous with Chicken,Chicken with couscous and veggie stew,12,Average,Family-friendly
Morocco,Marrakech,Street Msemen Vendor,Street Food,Breakfast,Msemen with Amlou,Pancakes with almond-honey spread,3,Low,Solo
Morocco,Marrakech,Dar Zellij,Moroccan,Dinner,Beef with Quince,Beef tagine with sweet quince,25,Average,Couples
Morocco,Marrakech,Café Atay,Moroccan,"Breakfast, Lunch",Harsha,Semolina flatbread with butter,4,Low,Friends
Morocco,Marrakech,Street Kebab Cart,Street Food,Lunch,Kefta Kebab,Grilled meat skewers with bread,4,Low,Solo
Morocco,Marrakech,Mat’am El Jemaa,Moroccan,"Lunch, Dinner",Tanjia,Slow-cooked beef with preserved lemons,15,Average,Family-friendly
Morocco,Marrakech,Le Tobsil,Fine Dining-Moroccan,Dinner,Seven-Vegetable Couscous,Couscous with seven veggie varieties,45,Luxury,Couples
Morocco,Marrakech,Café El Badia,Moroccan,"Breakfast, Lunch",Bissara,Thick fava bean soup,5,Low,Friends
Morocco,Marrakech,Street Briouate Cart,Street Food,Lunch,Briouates with Cheese,Crispy pastries with cheese filling,3,Low,Solo
Morocco,Marrakech,Mat’am El Rimal,Moroccan,"Lunch, Dinner",Chicken with Olives,Chicken tagine with green olives,12,Average,Family-friendly
Morocco,Marrakech,Dar Essalam,Moroccan,Dinner,Lamb with Prunes,Lamb tagine with sweet prunes,20,Average,Couples
Morocco,Marrakech,Street Sfenj Stand,Street Food,Breakfast,Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Marrakech,Café El Ksar,Moroccan,"Breakfast, Lunch",Harira,Lentil and tomato soup,5,Low,Friends
Morocco,Marrakech,Mat’am El Menara,Moroccan,"Lunch, Dinner",Pastilla with Chicken,Sweet-spicy chicken pie,15,Average,Family-friendly
Morocco,Marrakech,Pepe Nero,Moroccan,Dinner,Vegetable Couscous,Couscous with seasonal vegetables,18,Average,Couples
Morocco,Marrakech,Street Tanjia Cart,Street Food,Dinner,Tanjia,Clay-pot beef with spices,6,Low,Solo
Morocco,Marrakech,Café El Medina,Moroccan,"Breakfast, Lunch",Baghrir,Spongy pancakes with butter,4,Low,Friends
Morocco,Marrakech,Mat’am El Souk,Moroccan,"Lunch, Dinner",Kefta Tagine,Meatballs with egg in tomato sauce,12,Average,Family-friendly
Morocco,Marrakech,Royal Mansour,Fine Dining-Moroccan,Dinner,Lamb Mechoui,Whole roasted lamb with cumin,70,Luxury,Couples
Morocco,Marrakech,Street Harira Vendor,Street Food,Lunch,Harira,Spicy lentil soup with bread,3,Low,Solo
Morocco,Marrakech,Mat’am El Atlas,Moroccan,"Lunch, Dinner",Chicken with Preserved Lemons,Chicken tagine with tangy lemons,15,Average,Family-friendly
Morocco,Marrakech,Café El Rahba,Moroccan,"Breakfast, Lunch",Harsha with Amlou,Semolina bread with almond spread,5,Low,Friends
Morocco,Marrakech,Dar Marjana,Moroccan,Dinner,Beef Tagine,Beef with figs and walnuts,25,Average,Couples
Morocco,Marrakech,Street Kebab Stand,Street Food,Lunch,Kefta Kebab,Grilled kefta with bread,4,Low,Solo
Morocco,Marrakech,Mat’am El Kasbah,Moroccan,"Lunch, Dinner",Couscous with Lamb,Lamb with couscous and veggies,12,Average,Family-friendly
Morocco,Marrakech,Café El Badi,Moroccan,"Breakfast, Lunch",Bissara,Fava bean soup with garlic,5,Low,Friends
Morocco,Marrakech,Street Msemen Cart,Street Food,Breakfast,Msemen,Layered pancakes with honey,3,Low,Solo
Morocco,Marrakech,Le Comptoir,Moroccan,Dinner,Pastilla with Pigeon,Traditional pigeon pie with cinnamon,30,Average,Couples
Morocco,Marrakech,Mat’am El Djemaa,Moroccan,"Lunch, Dinner",Tanjia,Slow-cooked beef in clay pot,15,Average,Family-friendly
Morocco,Marrakech,Café El Mellah,Moroccan,"Breakfast, Lunch",Baghrir,Moroccan pancakes with honey,4,Low,Friends
Morocco,Marrakech,Street Briouate Vendor,Street Food,Lunch,Briouates with Meat,Crispy pastries with spiced meat,4,Low,Solo
Morocco,Marrakech,Mat’am El Palmeraie,Moroccan,"Lunch, Dinner",Lamb with Almonds,Lamb tagine with toasted almonds,20,Average,Couples
Morocco,Marrakech,Dar Rhizlane,Fine Dining-Moroccan,Dinner,Couscous with Seven Meats,Rich couscous with multiple meats,50,Luxury,Couples
Morocco,Marrakech,Street Harira Cart,Street Food,Lunch,Harira,Lentil and chickpea soup,3,Low,Solo
Morocco,Marrakech,Mat’am El Guéliz,Moroccan,"Lunch, Dinner",Chicken Tagine,Chicken with olives and lemons,12,Average,Family-friendly
Morocco,Marrakech,Café El Hivernage,Moroccan,"Breakfast, Lunch",Harsha,Semolina flatbread with butter,5,Low,Friends
Morocco,Marrakech,Mat’am El Riad,Moroccan,Dinner,Kefta Tagine,Meatballs in spiced tomato sauce,15,Average,Couples
Morocco,Marrakech,Street Sfenj Vendor,Street Food,Breakfast,Sfenj,Fried dough rings with sugar,2,Low,Solo
Morocco,Marrakech,Café El Agdal,Moroccan,"Breakfast, Lunch",Bissara,Fava bean soup with olive oil,5,Low,Friends
Morocco,Marrakech,Mat’am El Zitoun,Moroccan,"Lunch, Dinner",Vegetable Tagine,Mixed veggies in spiced broth,10,Low,Family-friendly
Morocco,Marrakech,Le Grand Café,Moroccan,Dinner,Lamb with Honey,Lamb tagine with sweet honey,20,Average,Couples
Morocco,Marrakech,Mat’am El Saada,Moroccan,"Lunch, Dinner",Couscous with Chicken,Chicken with couscous and veggies,12,Average,Family-friendly
Morocco,Marrakech,Café El Jnane,Moroccan,"Breakfast, Lunch",Baghrir,Spongy pancakes with butter,4,Low,Friends
Morocco,Marrakech,Dar Anika,Moroccan,Dinner,Beef with Prunes,Beef tagine with sweet prunes,25,Average,Couples
Morocco,Marrakech,Street Tanjia Stand,Street Food,Dinner,Tanjia,Clay-pot beef with spices,6,Low,Solo
Morocco,Marrakech,Mat’am El Ouarzazate,Moroccan,"Lunch, Dinner",Pastilla with Fish,Flaky pastry with spiced fish,18,Average,Family-friendly
Morocco,Marrakech,Café El Bahia,Moroccan,"Breakfast, Lunch",Harira,Spicy lentil soup with bread,5,Low,Friends
Morocco,Marrakech,Street Msemen Vendor,Street Food,Breakfast,Msemen with Amlou,Pancakes with almond spread,3,Low,Solo
Morocco,Marrakech,Mat’am El Mansour,Moroccan,"Lunch, Dinner",Chicken with Almonds,Chicken tagine with almonds,15,Average,Couples
Morocco,Marrakech,La Sultana,Fine Dining-Moroccan,Dinner,Lamb Mechoui,Whole roasted lamb with spices,60,Luxury,Couples
Morocco,Marrakech,Street Briouate Cart,Street Food,Lunch,Briouates with Cheese,Crispy pastries with cheese,4,Low,Solo
Morocco,Marrakech,Mat’am El Derb,Moroccan,"Lunch, Dinner",Couscous with Vegetables,Couscous with veggie stew,10,Low,Family-friendly
Morocco,Marrakech,Café El Souk,Moroccan,"Breakfast, Lunch",Harsha,Semolina bread with honey,5,Low,Friends
Morocco,Marrakech,Mat’am El Rahba,Moroccan,Dinner,Kefta Tagine,Meatballs with egg in sauce,12,Average,Couples
Morocco,Marrakech,Street Harira Stand,Street Food,Lunch,Harira,Lentil and tomato soup,3,Low,Solo
Morocco,Marrakech,Riad Kniza,Moroccan,Dinner,Beef with Quince,Beef tagine with sweet quince,25,Average,Couples
Morocco,Marrakech,Café El Tichka,Moroccan,"Breakfast, Lunch",Bissara,Fava bean soup with garlic,5,Low,Friends
Morocco,Marrakech,Mat’am El Mouassine,Moroccan,"Lunch, Dinner",Chicken Pastilla,Sweet-spicy chicken pie,15,Average,Family-friendly
Morocco,Marrakech,Street Sfenj Cart,Street Food,Breakfast,Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Marrakech,Mat’am El Zellij,Moroccan,"Lunch, Dinner",Lamb with Ras El Hanout,Lamb tagine with spice blend,20,Average,Couples
Morocco,Marrakech,Café El Ourika,Moroccan,"Breakfast, Lunch",Baghrir,Moroccan pancakes with honey,4,Low,Friends
Morocco,Meknes,Aisha,Moroccan,"B,L,D",Zaalouk,Smoky eggplant and tomato dip with bread,12,Low,Friends
Morocco,Meknes,Aisha,Moroccan,"B,L",Bissara,Fava bean soup with olive oil,5,Low,Friends
Morocco,Meknes,Restaurant Collier de la Colombe,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce,18,Average,Friends
Morocco,Meknes,Restaurant Dar Sultana,Moroccan,"L,D",Vegetable Tagine,Mixed veggies with saffron,18,Average,Family-friendly
Morocco,Meknes,Restaurant Gamra,Moroccan,"L,D",Lamb Mechoui,Whole roasted lamb with spices,30,Average,Family-friendly
Morocco,Meknes,Restaurant Mille et Une Nuits,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,20,Average,Family-friendly
Morocco,Meknes,Restaurant Riad Marocain,Moroccan,"L,D",Beef Tagine,Beef with prunes and almonds,25,Average,Friends
Morocco,Meknes,Restaurant Salma,Moroccan,"B,L",Bissara,Fava bean soup with garlic,6,Low,Couples
Morocco,Meknes,Restaurant Zitouna,Moroccan,"L,D",Beef Tagine,Beef with apricots and spices,20,Average,Family-friendly
Morocco,Meknes,Riad Bahia,Moroccan,"L,D",Harira Fassi,Fes-style lentil and lamb soup,12,Low,Friends
Morocco,Meknes,Riad D’Or,Moroccan,"L,D",Couscous Royale,Couscous with assorted meats,25,Average,Couples
Morocco,Meknes,Riad Lahboul,Moroccan,"L,D",Harira Fassi,Fes-style lentil and lamb soup,15,Average,Family-friendly
Morocco,Meknes,Riad Ritaj,Moroccan,"L,D",Harira Fassi,Fes-style lentil and lamb soup,12,Low,Couples
Morocco,Meknes,Riad Selma,Moroccan,"L,D",Harira Fassi,Fes-style lentil and lamb soup,10,Low,Couples
Morocco,Meknes,Riad Yacout,Moroccan,"L,D",Couscous Royale,Couscous with assorted meats,25,Average,Couples
Morocco,Meknes,Riad Zahra,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce with egg,15,Average,Friends
Morocco,Meknes,Street Stall - Bab El Mansour,Moroccan Street Food,"B,L",Harsha,Semolina flatbread with butter,3,Low,Solo
Morocco,Meknes,Street Stall - Bab Mansour,Moroccan Street Food,"B,L",Sfenj,Fried dough with honey,2,Low,Solo
Morocco,Meknes,Street Stall - Hamria,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Friends
Morocco,Meknes,Street Stall - Lahdim,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with veggies,4,Low,Solo
Morocco,Meknes,Street Stall - Medina,Moroccan Street Food,"B,L",Sfenj,Fried dough with powdered sugar,2,Low,Solo
Morocco,Meknes,Street Stall - Place El Hedim,Moroccan Street Food,"B,L",Msemen,Layered pancake with butter,3,Low,Friends
Morocco,Meknes,Street Stall - Souk,Moroccan Street Food,"B,L",Sfenj,Fried dough rings with sugar,2,Low,Solo
Morocco,Meknes,Street Stall - Souk,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with cheese,4,Low,Solo
Morocco,Meknes,Street Stall - Souk Nejjarine,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Meknes,Street Stall - Souk Sebbaghine,Moroccan Street Food,"L,D",Batbout,Stuffed flatbread with cheese,4,Low,Couples
Morocco,Ouarzazate,Chez Dimitri,Moroccan,"L,D",Mechoui,Whole roasted lamb with spices,40,Average,Family-friendly
Morocco,Ouarzazate,Chez Dimitri,Moroccan,"L,D",Couscous Royale,Couscous with assorted meats,25,Average,Family-friendly
Morocco,Ouarzazate,Chez Pierre,Moroccan,D,Vegetable Couscous,Couscous with seasonal veggies,18,Average,Family-friendly
Morocco,Ouarzazate,La Kasbah,Moroccan,"L,D",Couscous Royale,Couscous with assorted meats,20,Average,Family-friendly
Morocco,Ouarzazate,La Kasbah des Sables,Moroccan,"L,D",Beef Tagine,Beef with prunes and spices,25,Average,Family-friendly
Morocco,Ouarzazate,La Rose des Sables,Moroccan,"L,D",Beef Tagine,Beef with apricots and spices,22,Average,Family-friendly
Morocco,Ouarzazate,Le Berbère Palace,Moroccan,D,Duck Tagine,Duck with figs and spices,40,Luxury,Couples
Morocco,Ouarzazate,Le Relais Saint Exupéry,Moroccan,"L,D",Chicken with Preserved Lemon,Chicken tagine with citrus,20,Average,Family-friendly
Morocco,Ouarzazate,Restaurant Chez Naima,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,20,Average,Friends
Morocco,Ouarzazate,Restaurant Douyria,Moroccan,"L,D",Lamb Mechoui,Slow-roasted lamb with spices,30,Average,Family-friendly
Morocco,Ouarzazate,Restaurant Kasbah,Moroccan,"L,D",Chicken Bastilla,Spiced chicken pie with cinnamon,20,Average,Couples
Morocco,Ouarzazate,Restaurant La Grotte,Moroccan,"L,D",Lamb with Almonds,Lamb tagine with toasted almonds,25,Average,Family-friendly
Morocco,Ouarzazate,Restaurant La Renaissance,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,22,Average,Couples
Morocco,Ouarzazate,Restaurant Le Petit Riad,Moroccan,"L,D",Chicken Bastilla,Spiced chicken pie with cinnamon,25,Average,Family-friendly
Morocco,Ouarzazate,Restaurant Ouarzazate,Moroccan,"L,D",Couscous with Lamb,Couscous with tender lamb,20,Average,Couples
Morocco,Ouarzazate,Riad Dar Chamaa,Moroccan,"L,D",Vegetable Couscous,Couscous with seasonal veggies,18,Average,Friends
Morocco,Ouarzazate,Riad Dar Rita,Moroccan,"L,D",Vegetable Couscous,Couscous with seasonal veggies,20,Average,Family-friendly
Morocco,Ouarzazate,Riad Ksar Ighnda,Moroccan,"L,D",Lamb Mechoui,Slow-roasted lamb with spices,35,Average,Couples
Morocco,Ouarzazate,Riad Salam,Moroccan,"L,D",Chicken Bastilla,Spiced chicken pie with cinnamon,25,Average,Couples
Morocco,Ouarzazate,Riad Tama,Moroccan,"L,D",Lamb with Honey,Lamb with sweet honey glaze,25,Average,Couples
Morocco,Ouarzazate,Street Stall - Central,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Friends
Morocco,Ouarzazate,Street Stall - Cinema Street,Moroccan Street Food,"L,D",Msemen,Layered pancake with oil,3,Low,Friends
Morocco,Ouarzazate,Street Stall - Kasbah Taourirt,Moroccan Street Food,"B,L",Sfenj,Fried dough with sugar,2,Low,Solo
Morocco,Ouarzazate,Street Stall - Market,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Family-friendly
Morocco,Ouarzazate,Street Stall - Souk,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Solo
Morocco,Ouarzazate,Street Stall - Taourirt,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Solo
Morocco,Rabat,Dar Baraka,Moroccan,"L,D",Pastilla au Poisson,Fish pie with cinnamon,30,Average,Family-friendly
Morocco,Rabat,Dar El Kebira,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,20,Average,Friends
Morocco,Rabat,Dar Naji,Moroccan,"B,L,D",Rfissa,Stewed chicken with lentils and fenugreek,15,Average,Family-friendly
Morocco,Rabat,Dar Naji,Moroccan,"L,D",Lamb Mechoui,Slow-roasted lamb with cumin,30,Average,Friends
Morocco,Rabat,Dar Rbatia,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,20,Average,Family-friendly
Morocco,Rabat,Dinarjat,Moroccan,D,Rfissa,Chicken with lentils and fenugreek,30,Average,Family-friendly
Morocco,Rabat,Le Bistrot Pietri,Moroccan,"L,D",Kefta Tagine,Meatballs in tomato sauce with egg,20,Average,Couples
Morocco,Rabat,Le Borj,Moroccan,"L,D",Grilled Mullet,Fresh mullet with chermoula,20,Average,Couples
Morocco,Rabat,Le Dhow,Moroccan,"L,D",Grilled Shrimp,Fresh shrimp with garlic and spices,25,Average,Couples
Morocco,Rabat,Le Goeland,Moroccan,"L,D",Tagine Zitoune,Chicken with olives and lemon,20,Average,Couples
Morocco,Rabat,Le Grand Comptoir,Moroccan,"L,D",Pastilla au Poisson,Fish pie with cinnamon,30,Average,Family-friendly
Morocco,Rabat,Le Patio,Moroccan,"L,D",Grilled Octopus,Tender octopus with spices,25,Average,Couples
Morocco,Rabat,Le Petit Beur,Moroccan,"L,D",Tagine Zitoune,Chicken with olives and lemon,20,Average,Friends
Morocco,Rabat,Le Ziryab,Moroccan,"L,D",Tagine Makfoul,Lamb with caramelized onions,30,Average,Couples
Morocco,Rabat,Riad Dar El Kebira,Moroccan,"L,D",Vegetable Tagine,Mixed veggies with saffron,18,Average,Friends
Morocco,Rabat,Riad Dar Soufa,Moroccan,"L,D",Pastilla,Sweet-savory pigeon pie,25,Average,Friends
Morocco,Rabat,Riad Kalaa,Moroccan,"L,D",Pastilla,Sweet-savory pigeon pie,30,Average,Friends
Morocco,Rabat,Street Stall - Agdal,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with butter,3,Low,Solo
Morocco,Rabat,Street Stall - Bab El Had,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with lemon,5,Low,Family-friendly
Morocco,Rabat,Street Stall - Hassan,Moroccan Street Food,"L,D",Grilled Sardines,Fresh sardines with spices,5,Low,Family-friendly
Morocco,Rabat,Street Stall - Kasbah,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with honey,3,Low,Solo
Morocco,Rabat,Street Stall - Medina,Moroccan Street Food,"B,L",Batbout,Stuffed flatbread with veggies,4,Low,Family-friendly
Morocco,Rabat,Street Stall - Oudayas,Moroccan Street Food,"B,L",Beghrir,Honeycomb pancakes with honey,3,Low,Solo
Morocco,Rabat,Street Stall - Souk,Moroccan Street Food,"B,L",Msemen,Layered pancake with honey,3,Low,Solo
Morocco,Rabat,Street Stall - Souk El Kebir,Moroccan Street Food,"B,L",Msemen,Layered pancake with honey,3,Low,Family-friendly
Morocco,Rabat,Street Stall - Souk Es-Sebat,Moroccan Street Food,"L,D",Brochettes,Grilled meat skewers,5,Low,Family-friendly
Morocco,Tangier,El Minzah,Moroccan,"L,D",Couscous Tfaya,Couscous with onions and raisins,25,Average,Friends
